gene, B cells_naive, Monocytes_CD14+, Monocytes_CD16+, NK cells, T cells_CD4+_memory TREG, T cells_CD4+_naive, T cells_CD4+_naive_stimulated, T cells_CD4+_naive TREG, T cells_CD4+_TFH, T cells_CD4+_Th1_17, T cells_CD4+_Th17, T cells_CD4+_Th1, T cells_CD4+_Th2, T cells_CD8+_naive, T cells_CD8+_naive_stimulated
TSNAX,-1.179156217,,-1.984173222,-0.979636045,,-0.83878757,,,,-1.681567853,,,-2.097428287,-0.86894648,
TSPAN13,-1.055755951,,,,,,,,,,,,,,
TSPAN14,,,,,2.098423992,,,1.882509925,,,1.909001713,,,1.270387481,
TSPAN15,,,,,,,,,,2.724323545,,,,,
TSPAN18,,-5.044940478,,,,,,,,,,,,,
TSPAN32,,,-1.788282201,,,,,,,,,,,,
TSPAN33,,-3.723746538,,,,,,,,,,,,,
TSPAN4,,-3.241666604,,,,,,,,,,,,,
TSPAN5,,,,,2.853635896,,,3.459364286,2.505936407,,,,3.437389789,,
TSPAN9,,-4.761342637,,,,,,,,,,,,,
TSPO,-2.428931052,,-1.419488206,-1.988095485,-2.84631751,-1.844683379,,-2.77066297,-2.191421417,-2.534208634,-2.776520194,-2.250422504,-2.621010916,-2.25241051,
TSPOAP1,,-2.869176928,,,,,,,,3.7236947,,,,,
TSPOAP1-AS1,,,,,,,,3.008752115,1.620524798,2.826544484,2.773443722,2.256698519,2.050025341,,
TSPYL1,,,-1.327011977,1.290688415,,1.207145317,,,1.22580927,,1.896182658,1.334363944,,1.403792133,
TSPYL2,2.006128064,,,,3.294029085,,,2.256113705,1.794184583,2.031780385,1.703844657,2.410303943,1.873116367,,
TSPYL4,,,,,,1.897987555,,,2.160743458,3.593324037,,,,2.110262998,
TSR3,-1.828194108,-1.940936439,-2.478605246,-1.444628025,,,,,,-3.155213916,,,-2.380812618,,
TSSC4,,,-1.311984477,,,,,,,,,,,,
TST,,-3.851304337,,,,,,,,,,,,,
TSTA3,,,-2.257005027,,,,,,,,,,,,
TSTD1,,,-2.865642975,-1.734244413,-3.116609833,-1.453716656,,-2.009861012,-1.771040369,-2.142949132,-3.171168818,-1.950226556,-2.283687487,-1.687504582,
TSTD2,2.416300696,,,2.090500045,,1.770685518,,2.925665681,,2.294990802,,,,,
TTBK2,,,-2.550808357,,,-1.033334414,,,-1.218409008,,,,,,
TTC1,-0.840043702,,-1.430531218,,,,,,,-1.501472184,,,-1.311442126,,
TTC14,-0.984579581,,-1.411843646,,,,,,,,,,-2.056228803,,
TTC17,,,,,,,,,,,2.004361819,,,,
TTC21B,,,,,,1.253095152,,,2.424546004,2.309113285,,2.93500182,,1.793928502,
TTC3,,,,,,,,,,-2.262970715,-3.521744183,,-1.892871062,,
TTC32,,,,,,1.622380935,,,,,,,,,
TTC33,,,-3.347579134,,,1.943678338,,,2.195513761,,,,,,
TTC37,,-0.958362426,,,,1.095750958,,,,,,,,1.145139616,
TTC39B,,,,,,-1.362638248,,,,,,,-1.465414753,,
TTC39C,-0.861548763,,,,,,,-1.212329926,,,,,,,
TTC7A,2.398001332,,,3.303719671,3.176199077,3.303885711,,3.636928841,3.02031164,3.640496316,3.245928449,3.310222485,3.512031578,3.213320278,
TTF1,0.843149753,,,,,,,,,,,,,,
TTF2,,,,,,1.521552392,,,,,,,,,
TTLL5,,3.174701439,,,,,,,,,,,,,
TTTY14,,,,,,,,,,,,,,3.138304013,
TUBA1A,,,-1.859562719,,,,,1.694687106,,,,,,1.389759653,
TUBA1B,,,-1.541592226,,-2.88435647,,-2.501894059,-1.472623888,,-1.787062816,,,-1.542820706,-1.571924056,
TUBA4A,,,,,,,,,-1.203136441,,-2.129868334,1.742595845,-1.473415716,,
TUBB,,,-1.1946617,,,,,,,,,,-1.719229583,,
TUBB1,,-3.995563445,6.918949872,,,,,,,,,,,,
TUBB2A,,,,,4.004821015,5.552342311,,5.048695198,,3.216996966,3.838202602,4.675745705,4.415189398,5.177927944,
TUBB4B,,,1.626038223,,,1.399059139,-2.183277261,,1.82999716,1.578891978,,,,1.547089392,
TUBB6,1.793242862,,3.921805257,,,,,,,,,,,,
TUBGCP2,,,,,,0.635197735,,,,,,,,,
TUFM,-1.319758916,-1.128101734,-1.711306215,-1.169219615,,,,,,,-2.788849807,,,,
TUG1,1.198643661,-0.978212858,,,,-1.347123968,,,,,,,,,
TULP2,,,,,,,,,,4.536689223,,,,,
TULP4,1.541794115,1.24203164,,,2.353602994,1.188707108,,1.867205307,1.751783755,1.953132329,,,1.872476747,2.009055754,
TUT4,,,,,,1.147614471,,1.391727168,1.298926776,,,1.489689223,,1.160013853,
TUT7,0.940796923,,,0.992470627,2.161752189,1.263093977,,,2.089113257,,,,,,
TWF1,,,,0.953131222,,,,,,,,,,,
TWF2,-2.704134924,-1.321308105,-2.254712124,-1.59517368,,-1.855211955,,-2.589507908,-1.513562138,-2.183940464,-3.674481171,-2.057617948,-2.666440777,-1.483199732,
TWISTNB,1.718216743,,1.949300717,1.680519387,,1.36710013,,2.045721019,1.449803936,1.805919402,1.675164751,2.117849144,1.685314072,1.311053223,
TXK,,,,,1.811334009,,,,0.98073244,,,,,,
TXLNB,,-5.979638753,,,,,,,,,,,,,
TXLNG,1.767205908,,,,,,,1.806175855,1.456540607,1.804122022,1.965308577,1.704805535,1.834799906,,
TXN,-2.009880384,,-1.475688747,-1.219490224,,,-2.585023253,,,-2.16571296,-2.315418407,,-1.696443032,,
TXN2,-1.285902193,-1.192234211,-1.527173348,-1.15059685,,-1.054753068,,,,,,,-2.747158815,-0.897891733,
TXNDC11,2.696383848,,,,2.662479688,2.173829065,,2.671240868,2.427195071,2.500626474,1.825187896,2.247793828,2.366586212,2.901986232,
TXNDC12,,-0.844298872,-2.017532786,,,,,,,,,,-1.70127757,,
TXNDC16,,-1.717331434,,,4.114776722,2.644087542,,3.751928266,3.057760712,,,4.039610077,1.659731039,3.125637622,
TXNDC17,-2.691067687,-1.272944305,-2.077612342,-1.045160814,,,,,,,,,,,
TXNDC5,-2.917257946,,,,,,,,,,,,,,
TXNDC9,,,-2.213585597,-1.503358964,,,,,,,,,,,
TXNL1,,,-1.030200957,,,,,,,,,,-1.086568339,,
TXNL4A,-0.734026283,-0.611241509,-1.422574223,-0.67784943,-2.353271555,,,,,,,,,,
TXNRD1,1.876803773,,,1.221026672,,1.993012796,,2.466628872,,1.659310131,1.815153971,1.839670263,2.005191212,2.029149885,
TYMP,-1.885721516,,-1.859540896,,,,,,,,,,,,
TYROBP,,,-1.444387948,,,,,,,,,,,,
TYW1,,-1.29201635,,,,,,,2.318242685,2.131318162,2.481218978,2.394121849,2.019830725,,
TYW1B,,,,,,,,,,4.304001125,,,,,
TYW3,-1.568111959,,,,,,,,,,,,,,
TYW5,,,,,,,,,,,,,,2.874095175,
U2AF1L4,,,,,,,,,,,,,,-1.721313929,
U2AF1L5,,,,,,,,5.099087447,4.699999223,,,,,,
U2SURP,0.564360439,,,,-2.248038841,,,,,,,,-1.260409219,,
UAP1,,,,,,,,,,2.4452447,,,,,
UBA1,,,-1.392066661,,,,,,,,,,,,
UBA2,,,,,,0.77105543,,,1.123279326,,,,,0.747615747,
UBA3,,,,,,1.162530096,,,,,,,,,
UBA52,,,,,,,,,,-0.786244538,,,,,
UBA6,1.556998035,,,,2.489774693,1.409989033,,,1.882681366,2.060247263,2.034306438,1.940821327,2.210731884,1.516409658,
UBAC1,,-0.985257217,-1.259830806,,,,,,,,,,,,
UBAC2,,,,,,,,1.743686371,1.450614336,,,1.501961968,,,
UBALD2,2.033560955,,0.909797755,1.012376931,1.931865013,1.089634287,,1.655478187,1.409977962,,,,1.583289365,,
UBAP1,2.762109149,,,,2.965677068,2.326592493,1.569277426,2.878967494,2.553033368,2.505001786,2.971501495,2.455328553,2.71364602,2.769911636,
UBAP2,,,1.753426676,,,1.721953186,,,2.141732776,,,,,1.927620964,
UBAP2L,1.162368053,-0.668711705,,,,,,,,,,,,,
UBASH3B,4.025574399,,,2.549597873,2.97175165,,3.049082457,,,3.949884329,,3.637525268,,,
UBB,,,,,3.418140504,,-2.735231783,,,,,,,,
UBC,,,,,,,,1.080078937,,,,0.79137743,,0.843514163,
UBE2A,,,-2.343504833,0.895630773,,1.511101771,,,,1.377077782,,,,1.261157768,
UBE2B,0.885589678,,,,1.49096017,1.086048912,,1.383066152,1.350297692,1.230487821,1.291295425,1.675614863,1.25875156,1.053204213,
UBE2D2,,,,,,0.763254166,,,,,,1.11400916,,0.617099777,
UBE2D3,1.207767773,,,0.995222695,1.113472483,0.919874493,,1.131844674,1.137272039,1.131703534,1.107738918,1.092837947,1.067749167,1.032950365,
UBE2D4,,-4.462927252,,,,,,,,,,,,,
UBE2E1,1.891344718,,,,2.579600518,1.833816634,2.096279728,2.195126535,1.852785496,2.780612714,2.319247862,2.655578747,1.782208145,1.893087423,
UBE2E2,,,,,,,,4.158318903,,4.261475912,4.34091202,4.692719289,,3.99339605,
UBE2E3,1.213208968,,,,,,,,,,,,,1.53077045,
UBE2F,2.089255432,,,,,,,,,,,,,,
UBE2G1,,,,,2.26438403,1.697503795,,2.381724572,2.133467082,2.001774457,2.232613336,1.921731841,1.776459911,1.873690304,
UBE2G2,,,,,,0.630382386,,,,,,,,,
UBE2H,1.649335576,,2.436815255,,2.501342774,1.827958753,2.234473514,2.698975761,2.094894621,2.158938203,2.03646678,1.843813453,2.021192366,1.736935448,
UBE2I,-0.59405978,,-1.55528884,,,,,,,-1.935629248,,,-2.043227143,,
UBE2J1,,1.361802294,,,,1.132103419,,,1.747551464,,,,2.00406504,1.00667392,
UBE2K,1.268346727,,,,1.5909682,1.436147228,,1.647812569,1.809873975,1.723266597,1.553249782,1.822207006,1.629557129,1.384606353,
UBE2L3,,,-3.229723434,,,0.712157075,,,0.70329747,,,,,0.768592589,
UBE2L6,-1.699191374,,-1.552719591,-1.261085844,,,,,,-2.414117216,-2.357589079,,,,
UBE2M,,,-1.516490022,,,,,-2.087589673,,,-2.471201082,,-2.050738246,-0.945592943,
UBE2N,,,,0.981242448,,0.947248886,,1.419463064,1.125976093,,,1.136650086,,1.003250026,
UBE2O,,,,3.113788954,3.703686187,,,,,2.903174721,,3.041741112,,2.395465897,
UBE2Q2,,,,,,0.947540493,,,,,,,,,
UBE2R2,,,,,,1.159873545,,,1.390642504,2.08809368,1.786957337,,,1.503320936,
UBE2S,1.455185299,1.36165832,,1.347067837,,1.995356092,-1.902535883,2.81605988,1.499965298,,,2.15889709,1.849336798,1.683047566,
UBE2V1,,-0.8188098,,,,-0.413716711,,,,-1.272595055,,,-0.823718084,,
UBE2V2,,-0.948693768,,-0.987198112,,,,,,,,,,,
UBE2W,,,,,,-0.641581929,,,,,,,,,
UBE2Z,0.938889909,,,,,,,,,,,,,,
UBE3A,,,,,,1.191937091,,1.73309813,1.529681055,1.600642951,,1.611313111,,1.468236197,
UBE3C,,,,,2.720613512,,,,1.617087947,,1.74087442,,,,
UBE4A,1.604194378,,,,2.29078378,1.599231052,,2.040096936,1.882146185,1.791936947,,1.94677737,1.774588694,1.52469691,
UBE4B,-0.738449957,,,,,,,,2.257764599,,,,,,
UBL3,1.48075936,,,,,1.072922353,,,,,,,,1.509747391,
UBL4A,,-3.500071225,,,,,,,,,,,,,
UBL5,,,-1.505835002,,-1.541938654,,-3.003604773,-1.27994604,,-1.358885289,-1.472819594,,-1.379409701,,-2.329559718
UBLCP1,,,-1.728026634,-1.029511414,,,,,,,,,,,
UBN1,0.949102135,0.964945058,,1.067250114,,1.044030567,,,1.307807599,,,,,1.065143507,
UBN2,,-1.160311673,,,,,,,,,,,,,
UBQLN1,1.115573806,1.009847873,,0.971733154,,0.992256081,,,1.227263433,1.360310224,,1.51346891,,1.262583716,
UBR1,,,,,2.615599386,,,,2.569218832,2.928893252,2.73560639,2.845526429,2.697321004,,
UBR2,1.152245201,,,,,,,,,-1.456575161,,1.254145735,,,
UBR3,,,,,2.775222625,,,,,,2.607189865,,,,
UBR4,2.326179469,,,,2.106658611,1.921088621,,2.5741376,2.060316909,2.376239722,2.31425224,2.027535893,2.362924923,2.054247733,
UBR5,,,,,2.739726004,2.089526885,2.201783122,2.487201284,2.22511576,2.521369784,2.321821437,2.556626408,2.13105435,2.254268768,
UBTF,-1.15315193,,,-1.293242924,,-1.227878955,-2.352121294,-1.790802868,,,,,,-1.223853256,
UBXN1,,,-1.342566462,,-2.302951676,-0.799484283,-1.848401122,-1.232918802,-1.331626337,-1.394444605,-2.064668293,-1.180065977,-1.602632901,-0.883384716,
UBXN11,,,-2.919972417,,,,,,,,,,,,
UBXN2A,1.696853735,1.294392561,,1.525460842,,1.401447151,,,1.580701093,2.180221665,,,,1.639086469,
UBXN4,0.823662456,,-1.194077032,,-2.408898432,0.496536135,,,,,,,-1.582810486,0.540382095,
UBXN6,,,,,2.998925767,,,,,,,,,,
UBXN7,1.328941773,1.083335307,,1.316798394,,1.378229447,,1.557854855,1.513702609,1.867407464,1.648714226,2.002052448,,1.618463236,
UCHL3,,-0.873575947,-2.781757503,,,,,,,,,,,,
UCHL5,,,,-1.698912305,,,,,,,,,,,
UCP2,-1.44678343,,-1.591549138,,,,,-2.226154751,,-1.933308543,-2.264415562,-2.004168571,,,
UFC1,,-0.803744116,-1.044228881,,-2.456746013,,,,,,,,-1.87111594,,
UFD1,,,-2.015590136,,,0.816991865,,,,,,,,,
UFL1,,-0.807903284,-3.452227183,,,,,,,,,,,,
UFM1,,,,,,,,,,-1.883369708,,,,,
UGCG,-1.41975508,,,,,1.316685824,,2.099980581,1.533335637,,2.056198326,,,1.713476164,
UGGT1,,-0.821042057,,-0.665078997,,,,,1.791790574,,,,,,
UGGT2,,-1.786115931,-2.618734454,,,,,,,,,,,,
UGP2,-1.836458419,-1.827948626,-1.364700483,-1.196164153,,,,,,-2.017718235,-2.565876131,,-1.879103438,-1.238550074,
UHMK1,,-0.701799173,,-0.695882285,,,,,,,,,,-1.035360546,
UHRF1BP1L,,,,,,1.931617202,,,2.855773405,2.664738934,,2.802796269,,3.306906759,
UHRF2,,1.327420578,,,2.699541942,,,1.928434321,1.923218296,2.150515249,,2.076944172,1.959644552,1.846468984,
UIMC1,1.354534011,1.313239446,1.822286115,,,1.380128875,,,1.742250392,,,,,1.648124708,
ULK1,,,2.150591734,,,,,,,,,,,,
ULK2,,,-1.819588173,,,,,,,,,,,,
ULK4,,-1.919578885,,,,,,-1.7545363,2.769423421,,2.640734594,2.397517957,,,
UMAD1,,-2.176645042,,,,,,,,-1.929438412,,2.827860538,,,
UNC13D,,,-3.324177034,1.032151007,,,,,,,,,,,
UNC50,,,-2.394433405,,,,,,,,,,,,
UNC93B1,-1.354663509,,,,,,,,,,,,,,
UNK,,,,,,1.219742685,,,,,,,,,
UNKL,1.468251805,,,1.708642247,,,,,,,,3.106326702,,,
UPF2,,,,,,,-1.751586678,,,,,,,,
UPF3A,-1.151695496,,,-1.022569918,,,,-1.166277285,,-1.66133549,,,-2.277392055,-0.790938872,
UPF3B,0.940398059,,,0.90980127,,0.894484377,,,,,,,,,
UPK3A,,,-2.905052694,,,,,,,,,,,,
UPK3BL1,-1.651963603,,-2.707220051,-1.819079212,,,,,,,,,,-1.564281589,
UPP1,,,,,,,,,,,,,,1.45547412,
UQCC1,,,,,,2.545468318,,,,,,,,,
UQCC2,,-2.566060255,-2.225194097,,,-1.334524149,,,,,,,,,
UQCR10,-1.7646533,,-1.499039876,-1.461814918,-2.124565488,-1.117555413,-2.397243979,-1.371764904,-1.030308727,-1.935991465,-1.656047852,-1.113814702,-1.533739146,-1.184442203,
UQCR11,,,,,-1.626213846,-1.029651297,-2.1356106,-1.499613166,-1.118463266,-1.436316656,-1.268613481,-1.118406887,-1.213656762,-1.087966978,
UQCRB,,,-1.000293292,,-2.834878244,,-3.105966542,-0.892635301,,,,-0.780211286,-1.186864304,,
UQCRC2,,,,,,,,,1.058554262,,,,-1.345759198,0.853589343,
UQCRFS1,,,-2.234758326,,-2.700912254,0.84688121,,1.27768468,1.071528464,,,,,0.881031595,
UQCRH,,,-1.375930914,,,,,,,-1.375328759,-1.846058089,-0.779078705,-1.293181441,,
UQCRQ,,,-1.150283097,,-3.345224262,,-2.707887088,,,-1.777720419,,,-1.740897845,-0.731593637,
URGCP,,,,,,2.352750869,,,,,,,,,
URI1,,-1.062983512,,,-3.472307548,,,-0.76149573,,,-2.673781398,,-1.516591529,,
URM1,1.316631024,,-2.639990916,0.960862361,,1.249069299,,,1.376686151,,,,,1.244727064,
UROS,,,-1.192611717,,,,,,,,,,,,
USE1,-1.18962643,,,,,-1.197820204,,,,,,,,,
USF2,-0.676558151,,,,,,,,,,,,,,
USF3,1.408663179,,,1.552209363,,1.38936844,,,1.520604353,2.170838217,,2.163430816,1.961099782,1.688594669,
USO1,,-1.730975255,-1.756311609,,,-0.80165947,,,,,,,-1.996920868,,
USP1,-0.775561415,,-1.597081917,,,,,,,,,,,,
USP10,1.559259456,,,,,1.326721292,1.480010674,1.320210076,1.597315803,1.430476724,,1.783152354,1.815827484,1.610692946,
USP11,,,,,,,,,,,,2.311705323,,,
USP12,1.587744195,,1.780762682,,2.505382511,1.571367282,,2.265413356,2.419288057,2.143640367,2.599953436,2.208729104,2.371235132,2.136767535,
USP14,,,,,,0.898366334,,,1.047562148,,,,,1.128192952,
USP15,,,,,,,,,1.57828546,1.71538565,1.804508597,1.74715961,1.812007811,,
USP16,1.263225623,,,1.123263239,2.065805839,1.020783571,,1.334642677,1.249098489,1.146019621,,1.281749981,,1.112676863,
USP20,,,,,,,,,2.6927812,2.96362439,3.165634571,,2.203949033,,
USP22,1.446790495,,,1.26705399,,1.030400154,,,1.52278708,,,,,1.199092649,
USP24,,,,,2.309963847,,,2.545698985,1.663607836,2.513830948,2.303089402,2.105031982,2.239225631,2.366489228,
USP25,,,,,,,,,,,2.188932837,2.280030427,,,
USP28,,,,-1.42695779,,,,,,,,,,,
USP3,,,,,2.71790116,2.111061378,1.880131423,2.3639975,2.343120451,,2.619326721,2.797368779,,2.510857054,
USP32,,,,-1.485694009,,,,,,,,,,,
USP33,1.35278753,,,,,1.131141356,,,1.370036298,,,1.627628632,,1.314148534,
USP34,,,,,1.919092293,,,,1.508979546,,1.964273573,1.703819824,,,
USP36,2.596501101,,,,2.473653157,,,2.188034365,2.498437406,2.654081087,2.392737045,,2.345991382,,
USP37,2.424694189,,,,,1.897382591,,,2.887355927,2.330804863,3.613232734,2.986793099,2.790994398,,
USP3-AS1,,,,,5.200798484,4.251686869,1.329149851,4.628274646,5.080818553,5.469376321,5.336646777,6.134523605,5.499901998,4.835164265,
USP4,1.555445868,,,1.521421475,,1.595678547,,,1.724413896,2.148906817,,,1.572024725,1.375460112,
USP42,2.058833847,1.122970759,,2.419993775,2.747635434,2.138101301,,2.777492033,2.546515792,2.706018174,2.306843249,2.503260071,2.766778724,2.255033968,
USP46,,,,,,,,,,,,,1.995717343,,
USP47,,,,,2.536211592,1.998770549,1.592100974,2.530011546,1.999511184,2.158207312,2.291038584,2.172022797,2.13755602,2.132074817,
USP48,-0.755337437,,,,2.201630984,,,,,,,,,,
USP49,,,2.649316511,,,,,,,,,,,,
USP6NL,,,3.179455418,,,,,,,,,,,,
USP7,1.432088241,,,0.983543918,,1.159324676,,1.450583726,1.258892818,1.356521177,,,,1.140111774,
USP8,,,,,,,,,,,,1.426254525,,1.099295,
USP9X,,,,,2.647253478,1.820366903,,2.330514504,2.167038013,2.334889579,2.099900807,2.390594533,2.460387616,,
USP9Y,1.052011173,,,,,0.9492329,,,1.154651274,1.354002033,,1.162384557,,0.75763368,
USPL1,1.955592051,,,,,1.621353944,,2.743789317,2.120003003,2.476594421,2.471826245,2.471047,2.491871159,2.209815132,
UST,,,-2.55236897,,,,,,5.18421692,5.731843266,4.209299981,3.915107631,4.26705404,7.099703259,
UTP18,0.768121401,-1.934446778,-3.282072123,0.934274224,,0.91536686,,,1.197175215,,,,,,
UTP23,,,,,,0.763223035,,,,,,,,,
UTP3,,-1.604421262,-1.766135926,,,,,,,,,,,,
UTP6,,-1.840620229,-2.624359253,,,,,,,,,,,,
UTY,,,,,,1.828250267,,2.503050449,2.082416873,2.529196322,2.650028986,2.380210572,,1.976694558,
UVRAG,,,,,2.532143146,,,2.750444585,1.988595604,,2.386743056,2.322386883,,,
UXS1,,,,,,,,,,,,,,-0.881226457,
UXT,,-0.945946282,-1.708669849,-0.989318929,-2.338599891,-0.73765121,,-1.112618169,-1.879589409,-1.642278169,-2.765359709,-1.015348264,-1.757082114,-0.631031273,
VAC14,,,,,,,,4.331231488,,,,,,,
VAMP2,,,,,-2.153216735,,-2.916147046,-1.061039176,-0.730168528,-1.70579051,-2.912771974,,-1.539084608,-0.857797765,
VAMP3,,,-0.932851746,,,,,,,,,,,,
VAMP5,,,,,,,,,,-2.670309036,-2.435595848,,-2.913864557,-1.086278032,
VAMP7,,,,,,,,,1.965465433,,,,,,
VAMP8,-1.175775637,-1.287831907,-2.069576992,,-3.420613476,-1.156770195,,-1.495509387,-1.374202394,-1.767926285,-2.202864503,-1.07115468,-1.91718012,-1.102887427,
VAPA,0.747950437,,,0.714290303,-1.683286005,0.638431855,,1.421140715,0.748787938,,,,,0.731595183,
VAPB,,,,,,,,,1.769514721,,,,2.189459468,1.88980572,
VASH1,,3.37214743,,,,,,,,,,,,,
VASP,-1.189607877,,,,,,,,,,,,,-1.045688481,
VAV1,1.617538626,,,,,1.469784802,,,2.474692728,2.333813796,,,,,
VAV3,,,,,3.375732466,3.498721216,3.389344772,3.263585709,4.391786588,4.739582836,4.94134721,3.688703015,3.956489719,3.844883188,
VBP1,-1.580263761,,-1.850493863,-0.762107533,,-1.12908384,,,,,-2.67721386,,-1.734035073,-0.939790709,
VCP,-0.709481533,0.490276742,,,,,,,0.820455211,,,,,,
VCPIP1,,-1.020758676,-1.543251933,,,,,,,,,,,,
VCPKMT,1.436514761,,,,,1.930447354,,3.321722875,1.804762933,,,,1.773935587,1.7120863,
VDAC1,,-0.825870831,-1.372431047,,,,,,0.756897363,-1.930799281,,,,0.816538784,
VDAC2,,,-1.643992493,,-2.788048564,,,,,-1.827833423,,,,,
VDAC3,-1.691491808,-2.041441638,-1.732299189,-1.098396321,,-0.887164677,,,,,,,-2.121011248,,
VEGFB,-0.988169008,-3.023478596,,,,,,,,,,,-2.766277231,,
VEZF1,,,-3.136474639,,,,,,,,,,,,
VEZT,1.967748526,,,1.786706769,,1.704369722,,2.075584562,2.368629893,2.3361408,2.174465355,2.311897227,1.855933706,1.857728286,
VGLL4,,,,,,1.817399847,,,,,,,,1.114114643,
VHL,0.736444097,,,,,,,,1.195510604,,,,,,
VIM,,,-1.397223492,,-2.595432114,,,-1.326077296,,,,-1.024483007,,,
VIRMA,,0.968907702,,,1.499394819,,,1.863549558,1.610097781,1.639032523,1.918175674,2.073421078,,1.717489181,
VKORC1,,-2.567937601,-2.170178411,,,,,,,,,,,,
VMA21,,-0.898175063,-1.258734264,,,,,,,,,,,,
VMO1,,-8.089053241,-4.124869745,,,,,,,,,,,,
VMP1,,,,,-2.24772446,1.352857285,,1.897099009,1.400316771,1.883907942,1.715533847,1.701908375,,1.720384118,
VNN1,,-2.351335658,-2.843039638,,,,,,,,,,,,
VNN2,,,-3.749567171,,,,,,,,,,,,
VOPP1,,,,,,,1.8971377,,,,,,,2.308817977,
VPS13A,2.228396412,,,,,1.245253257,,,1.410774399,1.556182439,1.298269191,1.290763142,,1.341550858,
VPS13C,,,-1.472263839,,-2.194785059,,,-0.960716237,,,-3.352639784,,-2.833351947,-0.874999398,
VPS13D,,,,,,,,2.121137062,2.194064468,2.125813043,2.215835123,2.082061526,,,
VPS25,,-3.668325701,-1.854717538,,,,,,,,,,,,
VPS26A,,,,,,1.204917638,,2.319246886,1.247886393,,,1.394533858,,1.534161173,
VPS26C,,1.077114415,,0.93245724,,,,,,,,,,,
VPS28,-1.515782617,,-1.354014041,-1.149390626,,-0.936796394,,-1.39550147,-1.209872466,-1.505036662,-1.660485858,-1.4181743,-1.812384491,-1.131484087,
VPS29,,-1.163546308,,-0.914333052,,-0.478431773,,,,,,,-1.980145672,,
VPS35,-0.916413324,-0.999774311,-1.565549029,,,-0.740098182,,,,-1.871887039,-1.853880598,,-2.186104833,-1.022100135,
VPS35L,,-1.746435018,-1.686452509,,,,,,,,,,,,
VPS36,-0.818591606,,-1.859129314,-0.652154336,,-0.521120815,,,,,,,-1.64996649,,
VPS37B,2.163795203,,1.661107921,,3.464536876,,,3.097665001,3.247057409,2.411326963,3.101570179,2.792840962,2.585914278,2.500953799,
VPS37C,,-1.47507145,,,,,,,,,,,,,
VPS41,,-0.84013114,,,,,,,,,,,,,
VPS45,,-2.528553187,,-3.051716899,,,,,,,,,,,
VPS4B,0.753903675,,,,,0.744534134,,,,,,1.082455865,,0.924433649,
VPS50,-0.951167342,,,,,,,,,,,,,,
VPS51,,-0.82188179,,,,,,,0.806119873,,,,,0.717227225,
VPS53,,,,,,,,,1.770185312,2.172184195,,,,,
VPS54,-1.135492947,,,-1.49960719,,2.83334626,,3.71017616,,,3.361135855,,,,
VRK1,,,,,,1.147805265,,,,,,,,,
VSIR,,,,,,-2.138745208,,-3.056865248,,-2.094063107,-2.689204138,,,-1.921779675,
VTA1,1.752217156,,,,,1.460163406,,,1.863913524,1.925765681,,,,1.822980148,
VTI1B,,,,-0.813747595,,,,,,,,,,,
VWA8,,,,,2.896039655,,,,3.019290078,,3.173583506,2.658479129,,,
WAC,,,,,1.916396743,1.519270146,1.533164518,1.76001849,1.57423959,2.012396719,1.925676673,1.924227878,1.804938627,1.716836011,
WAC-AS1,-1.342572348,-1.781709152,-2.014865562,,,,,,,,,,,,
WAKMAR2,,,,,,,,,,,,,,2.550315888,
WAPL,-0.736851688,,,,,0.900792941,,,0.796414437,,,1.062709325,,1.008380199,
WARS,2.438694498,,,,,,,,,,,,,,
WARS2,3.505568427,,,,4.386704855,2.782169995,,4.358613761,3.239066434,3.467492591,3.054278532,3.524759658,2.608821684,3.463274753,
WAS,-1.446801978,,-1.713074493,-1.497675358,,,,-1.650915038,,-1.960574567,-2.073941166,,-2.224732416,-1.303862325,
WASF2,,,,,,,,,,,,,,0.952352314,
WASHC1,,,-1.525713311,,,,,,,,,,,,
WASHC2C,,,,,,1.856783282,,,,,,,,1.663041645,
WASHC3,,,-2.273263034,-1.003014847,,,,-1.878094012,,,,,-2.30266932,-1.055819174,
WASHC4,,,,1.337278158,,,,,,,,,2.178469585,,
WASHC5,2.318404943,1.319341666,,,2.966634194,2.313050515,,3.736823729,2.087136521,,,1.775724496,,2.324947642,
WASL,,,,,,1.760436901,,,,,,,,1.838740729,
WBP11,1.294998278,0.641939056,,0.996264336,,0.89226226,,,0.912258245,,,1.181350966,,0.994840271,
WBP1L,,,-1.455361237,,,,,,,,,,,,
WBP4,1.618126085,,,,,1.219465794,,,,,,,,1.417362437,
WDFY1,,1.392570976,,,,,,,,,,,,,
WDFY2,,,,,2.495752497,2.364422987,,2.569052841,2.628137588,2.789941288,2.747545662,2.510979548,2.928822616,,
WDPCP,,-1.477451592,-1.859469058,,,,,,,3.711564371,3.865003864,3.769275818,,,
WDR1,,0.813449,,,,,,,,,,,,-1.024337587,
WDR11,,-0.90059477,,-1.111382632,,,,,,,,,,,
WDR13,,,-1.573481495,,,,,,,,,,,,
WDR20,1.927048963,,1.936418057,,1.803976194,1.825520058,,2.39087894,2.335167094,2.614102044,2.322204376,2.517177925,2.226494148,2.221610656,
WDR26,2.065777755,1.253127914,,,2.784495985,1.716440479,,2.596037673,1.989420611,2.374337935,2.572133022,2.081218009,2.175875394,2.063282198,
WDR33,,,,,,,,1.541466934,1.079123252,1.505402993,,1.348298008,,0.9798301,
